id,building_project_id:id,name
scenario.crm_lead_dummy248,scenario.buildingproject_-2142372385,Dummy opportunity for Präsentation IL-Konzept
scenario.crm_lead_dummy249,scenario.buildingproject_-2142615123,Dummy opportunity for IL-Controll vorstellen
scenario.crm_lead_dummy250,scenario.buildingproject_-2142375818,Dummy opportunity for Infotermin
scenario.crm_lead_dummy251,scenario.buildingproject_-2142845937,Dummy opportunity for Präsentation IL-Control
scenario.crm_lead_dummy252,scenario.buildingproject_-2142373423,Dummy opportunity for Kontaktaufbau / Besprechung Thematik Migros
scenario.crm_lead_dummy253,scenario.buildingproject_-2142378185,Dummy opportunity for Projekteaufnahme
scenario.crm_lead_dummy254,scenario.buildingproject_-2142545766,Dummy opportunity for Kontaktaufbau / Neuheiten / Projekte
scenario.crm_lead_dummy255,scenario.buildingproject_-2142381171,Dummy opportunity for neue IL (-Controll) zeigen
scenario.crm_lead_dummy256,scenario.buildingproject_-2142390165,Dummy opportunity for Neue Il Steuerung vorstellen 
scenario.crm_lead_dummy257,scenario.buildingproject_-2142473444,Dummy opportunity for Test Muster Einbaugehäuse HSB
scenario.crm_lead_dummy258,scenario.buildingproject_-2142396691,Dummy opportunity for Bedarfsaufnahme Teil 2
scenario.crm_lead_dummy259,scenario.buildingproject_-2142438469,Dummy opportunity for Präsentation IL-Konzept / Planungsberatung
scenario.crm_lead_dummy260,scenario.buildingproject_-2142718224,Dummy opportunity for IBN DALI-Melder Hanfland
scenario.crm_lead_dummy261,scenario.buildingproject_-2142418189,Dummy opportunity for Planungsberatung
scenario.crm_lead_dummy262,scenario.buildingproject_-2142438084,Dummy opportunity for Präsentation IL-Konzept
scenario.crm_lead_dummy263,scenario.buildingproject_-2142737600,Dummy opportunity for Rstlichen DALI Melder Programmieren
scenario.crm_lead_dummy264,scenario.buildingproject_-2142502580,Dummy opportunity for neue IL zeigen
scenario.crm_lead_dummy265,scenario.buildingproject_-2142955395,Dummy opportunity for Kontaktaufbau / Präsentation Produkte und Dienstleistungen
scenario.crm_lead_dummy266,scenario.buildingproject_-2143853753,Dummy opportunity for Support vorort
scenario.crm_lead_dummy267,scenario.buildingproject_-2142536700,Dummy opportunity for IBN IL1 / Präsenzmelder Werkhof Mattenrain
scenario.crm_lead_dummy268,scenario.buildingproject_-2142482328,Dummy opportunity for IL Konzept vorstellen
scenario.crm_lead_dummy269,scenario.buildingproject_-2142418185,Dummy opportunity for Präsentation IL-Konzept in PL-Sitzung
scenario.crm_lead_dummy270,scenario.buildingproject_-2142676434,Dummy opportunity for Projekt Campus Richemont diskutiert
scenario.crm_lead_dummy271,scenario.buildingproject_-2142415749,Dummy opportunity for Bedarfsaufnahme
scenario.crm_lead_dummy272,scenario.buildingproject_-2142415212,Dummy opportunity for IL Konzept vorstellen 
scenario.crm_lead_dummy273,scenario.buildingproject_-2142960765,Dummy opportunity for Besprechung Melderretouren
scenario.crm_lead_dummy274,scenario.buildingproject_-2142676353,Dummy opportunity for Besprechung möglicher IL-Projekte (pot. IL-Pilotprojekt)
scenario.crm_lead_dummy275,scenario.buildingproject_-2142415308,Dummy opportunity for Präsentation IL-Konzept
scenario.crm_lead_dummy276,scenario.buildingproject_-2142526183,Dummy opportunity for neue IL vorstellen
scenario.crm_lead_dummy277,scenario.buildingproject_-2142413496,Dummy opportunity for Präsentation IL-Konzept
scenario.crm_lead_dummy278,scenario.buildingproject_-2142411275,Dummy opportunity for Präsentation neues IL-Konzept
scenario.crm_lead_dummy279,scenario.buildingproject_-2142419154,Dummy opportunity for Planungsberatung intern
scenario.crm_lead_dummy280,scenario.buildingproject_-2142040780,Dummy opportunity for IL-Konzept vorstellen: 2. Etappe im Südwest Olten denkbar
scenario.crm_lead_dummy281,scenario.buildingproject_-2142421480,Dummy opportunity for Planungsberatung
scenario.crm_lead_dummy282,scenario.buildingproject_-2142604212,Dummy opportunity for Melder auswchseln
scenario.crm_lead_dummy283,scenario.buildingproject_-2142224702,Dummy opportunity for Projektleitersitzung
scenario.crm_lead_dummy284,scenario.buildingproject_-2142451783,Dummy opportunity for Planung fortsetzen
scenario.crm_lead_dummy285,scenario.buildingproject_-2142422372,Dummy opportunity for Bedarfsaufnahme
scenario.crm_lead_dummy286,scenario.buildingproject_-2142428330,Dummy opportunity for Projektleitersitzung / Präsentation IL
scenario.crm_lead_dummy287,scenario.buildingproject_-2142408574,Dummy opportunity for IL Konzept vorstellen 
scenario.crm_lead_dummy288,scenario.buildingproject_-2142430483,Dummy opportunity for Bedarf EH
scenario.crm_lead_dummy289,scenario.buildingproject_-2142535637,Dummy opportunity for Präsentation IL-Konzept
scenario.crm_lead_dummy290,scenario.buildingproject_-2142439488,Dummy opportunity for Besprechung Pläne / Konzept
scenario.crm_lead_dummy291,scenario.buildingproject_-2142431298,Dummy opportunity for Präsentation IL-Konzept
scenario.crm_lead_dummy292,scenario.buildingproject_-2142665201,Dummy opportunity for Kontaktpflege / Präsentation IL-Konzept
scenario.crm_lead_dummy293,scenario.buildingproject_-2142432845,"Dummy opportunity for Planungsberatung, Begehung, Bedarfsaufnahme: 2 Projekte"
scenario.crm_lead_dummy294,scenario.buildingproject_-2142492537,Dummy opportunity for Melderinbetriebnahme 
scenario.crm_lead_dummy295,scenario.buildingproject_-2142448874,Dummy opportunity for Besprechung Planungskonzpet Daheim
scenario.crm_lead_dummy296,scenario.buildingproject_-2142437004,Dummy opportunity for Infotermin
