id,building_project_id:id,name
scenario.crm_lead_dummy_calls232,scenario.buildingproject_-2142398464,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls233,scenario.buildingproject_-2142397869,Dummy opportunity for Kontaktaufnahme für Ersatztermin Glarner
scenario.crm_lead_dummy_calls234,scenario.buildingproject_-2142396719,Dummy opportunity for Nachrage Offerten
scenario.crm_lead_dummy_calls235,scenario.buildingproject_-2142396691,Dummy opportunity for erneuter Bedarf
scenario.crm_lead_dummy_calls236,scenario.buildingproject_-2142396211,Dummy opportunity for Preisanfrage für IL-Control
scenario.crm_lead_dummy_calls237,scenario.buildingproject_-2142395502,Dummy opportunity for Wir sind noch im Rennen!
scenario.crm_lead_dummy_calls238,scenario.buildingproject_-2142394571,Dummy opportunity for Der IS Nachweis hat noch Zeit
scenario.crm_lead_dummy_calls239,scenario.buildingproject_-2142394440,Dummy opportunity for Hat Budget für SH Halden erhalten
scenario.crm_lead_dummy_calls240,scenario.buildingproject_-2142393429,Dummy opportunity for Besprechung Melderplatzierung / Abdeckmöglichkeiten / Offerte
scenario.crm_lead_dummy_calls241,scenario.buildingproject_-2142393405,"Dummy opportunity for Anfrage betreffend Konditionen Novartis St-Johann WSJ-383, Umbau 7.OG"
scenario.crm_lead_dummy_calls242,scenario.buildingproject_-2142393348,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls243,scenario.buildingproject_-2142392806,Dummy opportunity for Frage betreffend IBN der weiteren Leuchten HPV
scenario.crm_lead_dummy_calls244,scenario.buildingproject_-2142391853,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls245,scenario.buildingproject_-2142391225,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls246,scenario.buildingproject_-2142390420,Dummy opportunity for Nachfrage IL in Objekt. 
scenario.crm_lead_dummy_calls247,scenario.buildingproject_-2142390382,Dummy opportunity for Offertanfrage Objekt Credit Suisse Liestal
scenario.crm_lead_dummy_calls248,scenario.buildingproject_-2142390165,Dummy opportunity for Offerte 2119465 kopieren
scenario.crm_lead_dummy_calls249,scenario.buildingproject_-2142389482,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls250,scenario.buildingproject_-2142387951,Dummy opportunity for Hat ein IL-Proj.
scenario.crm_lead_dummy_calls251,scenario.buildingproject_-2142387880,Dummy opportunity for Bauherr?
scenario.crm_lead_dummy_calls252,scenario.buildingproject_-2142387680,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls253,scenario.buildingproject_-2142387007,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls254,scenario.buildingproject_-2142384577,Dummy opportunity for Objekt Escherpark nachgefasst 
scenario.crm_lead_dummy_calls255,scenario.buildingproject_-2142384238,Dummy opportunity for sofort-Nachfassung
scenario.crm_lead_dummy_calls256,scenario.buildingproject_-2142382743,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls257,scenario.buildingproject_-2142381255,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls258,scenario.buildingproject_-2142379805,Dummy opportunity for Melder in den Klassenzimmern Sandgrube (Anfrage Musterlieferung)
scenario.crm_lead_dummy_calls259,scenario.buildingproject_-2142379277,Dummy opportunity for Offertnachbearbeitung (nicht erreicht)
scenario.crm_lead_dummy_calls260,scenario.buildingproject_-2142379075,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls261,scenario.buildingproject_-2142378216,Dummy opportunity for IL Proj. nachfassen
scenario.crm_lead_dummy_calls262,scenario.buildingproject_-2142376862,Dummy opportunity for Nachfrage Objekt
scenario.crm_lead_dummy_calls263,scenario.buildingproject_-2142375900,Dummy opportunity for IL Pilotprojekt nachgefasst 
scenario.crm_lead_dummy_calls264,scenario.buildingproject_-2142375897,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls265,scenario.buildingproject_-2142375818,Dummy opportunity for Objekt Camenzind wurde mit EB-Leuchten ausgeführt und abgesetzten Meldern
scenario.crm_lead_dummy_calls266,scenario.buildingproject_-2142375681,Dummy opportunity for Planungsgrundlagen
scenario.crm_lead_dummy_calls267,scenario.buildingproject_-2142375011,Dummy opportunity for IL1- Control vorstellen
scenario.crm_lead_dummy_calls268,scenario.buildingproject_-2142373917,Dummy opportunity for Hat den Auftrag (Planung) verloren
scenario.crm_lead_dummy_calls269,scenario.buildingproject_-2142373910,Dummy opportunity for Eigenartige Merkmale IL-Control-Steuerung
scenario.crm_lead_dummy_calls270,scenario.buildingproject_-2142373905,Dummy opportunity for Kein Pilotprojekt
scenario.crm_lead_dummy_calls271,scenario.buildingproject_-2142373423,Dummy opportunity for Nachfrage Objekte
scenario.crm_lead_dummy_calls272,scenario.buildingproject_-2142373417,Dummy opportunity for Deteilbesprechung Objekt 
scenario.crm_lead_dummy_calls273,scenario.buildingproject_-2142373073,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls274,scenario.buildingproject_-2142371938,Dummy opportunity for Bestellung anhand Offerte 2118501 
scenario.crm_lead_dummy_calls275,scenario.buildingproject_-2142371881,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls276,scenario.buildingproject_-2142370408,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls277,scenario.buildingproject_-2142370238,Dummy opportunity for Nachfrage Ausschreibung
scenario.crm_lead_dummy_calls278,scenario.buildingproject_-2142368673,"Dummy opportunity for Offerte 2118491, längere Gültigkeit?"
scenario.crm_lead_dummy_calls279,scenario.buildingproject_-2142367875,Dummy opportunity for Installateur Campus Schwarzsee
scenario.crm_lead_dummy_calls280,scenario.buildingproject_-2142367309,Dummy opportunity for Hat positiven Bescheid signalisiert
scenario.crm_lead_dummy_calls281,scenario.buildingproject_-2142364321,"Dummy opportunity for Reklamation betr. Bestellung EBGA-37026 Pos 10,40 und 50"
scenario.crm_lead_dummy_calls282,scenario.buildingproject_-2142364198,Dummy opportunity for Planungsberatung 
scenario.crm_lead_dummy_calls283,scenario.buildingproject_-2142363662,Dummy opportunity for Hat Offerte nicht bekommen 
scenario.crm_lead_dummy_calls284,scenario.buildingproject_-2142363394,Dummy opportunity for Projektnachbearbeitung
scenario.crm_lead_dummy_calls285,scenario.buildingproject_-2142362622,"Dummy opportunity for Nachgefasst Objekt Unterer Rheinweg 104, Basel "
scenario.crm_lead_dummy_calls286,scenario.buildingproject_-2142361724,Dummy opportunity for Termin organisieren
scenario.crm_lead_dummy_calls287,scenario.buildingproject_-2142360960,Dummy opportunity for Rücksprache betr. Planungsvorschlag
scenario.crm_lead_dummy_calls288,scenario.buildingproject_-2142360577,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls289,scenario.buildingproject_-2142359808,Dummy opportunity for Stand Projekt --> weitere Schritte
scenario.crm_lead_dummy_calls290,scenario.buildingproject_-2142359752,Dummy opportunity for Anfrage für Objektberatung
scenario.crm_lead_dummy_calls291,scenario.buildingproject_-2142359558,Dummy opportunity for Nachfassen
scenario.crm_lead_dummy_calls292,scenario.buildingproject_-2142358463,Dummy opportunity for Projekt ist noch weit weit weg
scenario.crm_lead_dummy_calls293,scenario.buildingproject_-2142357814,Dummy opportunity for Ecoquartier Jonction
scenario.crm_lead_dummy_calls294,scenario.buildingproject_-2142357247,Dummy opportunity for Info an Objekt St Augustin
scenario.crm_lead_dummy_calls295,scenario.buildingproject_-2142356530,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls296,scenario.buildingproject_-2142355680,Dummy opportunity for Wo liegt das Projekt ?
scenario.crm_lead_dummy_calls297,scenario.buildingproject_-2142353911,Dummy opportunity for wo liegt das Prjekt
scenario.crm_lead_dummy_calls298,scenario.buildingproject_-2142353691,Dummy opportunity for Telefonische Planungsberatung
scenario.crm_lead_dummy_calls299,scenario.buildingproject_-2142352905,Dummy opportunity for Stand Projekt 
scenario.crm_lead_dummy_calls300,scenario.buildingproject_-2142352760,"Dummy opportunity for Keine neue Offerte Bäumliackerstrasse, 8552 Felben-Wellhausen "
scenario.crm_lead_dummy_calls301,scenario.buildingproject_-2142352715,Dummy opportunity for Offertanfrage A.1338.110666/Alder und Eisenhut Ebnat Kappel 
scenario.crm_lead_dummy_calls302,scenario.buildingproject_-2142352686,Dummy opportunity for Nachgefasst
scenario.crm_lead_dummy_calls303,scenario.buildingproject_-2142352640,Dummy opportunity for Offerte 
scenario.crm_lead_dummy_calls304,scenario.buildingproject_-2142350433,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls305,scenario.buildingproject_-2142350160,Dummy opportunity for Nachfassen Offerte
scenario.crm_lead_dummy_calls306,scenario.buildingproject_-2142350019,Dummy opportunity for Nachgefasst wegen Plänen
scenario.crm_lead_dummy_calls307,scenario.buildingproject_-2142350008,Dummy opportunity for Abklärung Planungsberatung
scenario.crm_lead_dummy_calls308,scenario.buildingproject_-2142349547,Dummy opportunity for Besprechung Besichtigungstermin Homoos
scenario.crm_lead_dummy_calls309,scenario.buildingproject_-2142348196,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls310,scenario.buildingproject_-2142346807,Dummy opportunity for Info an der Objekt
scenario.crm_lead_dummy_calls311,scenario.buildingproject_-2142346498,Dummy opportunity for Termin auf Baustelle vereinbaren 
scenario.crm_lead_dummy_calls312,scenario.buildingproject_-2142346146,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls313,scenario.buildingproject_-2142345913,Dummy opportunity for Rücksprache wegen Notstromanlage
scenario.crm_lead_dummy_calls314,scenario.buildingproject_-2142343679,"Dummy opportunity for offerte über Electro Plast Mayrin, Objekt Chantier Cargill"
scenario.crm_lead_dummy_calls315,scenario.buildingproject_-2142343631,Dummy opportunity for Offerte über Winterhalter Fenner St.Gallen 
scenario.crm_lead_dummy_calls316,scenario.buildingproject_-2142343616,Dummy opportunity for info an objekt
scenario.crm_lead_dummy_calls317,scenario.buildingproject_-2142343577,Dummy opportunity for Abklärungen Planungsberatung Do it & Garden Pfungen
scenario.crm_lead_dummy_calls318,scenario.buildingproject_-2142343530,"Dummy opportunity for Terminplanung anstossen, falls nichts mehr gehört"
scenario.crm_lead_dummy_calls319,scenario.buildingproject_-2142342703,Dummy opportunity for Nachfrage Objektberatung Furrer AG / Offerte erstellen
scenario.crm_lead_dummy_calls320,scenario.buildingproject_-2142341843,Dummy opportunity for Dringende Offertanfrage via Otto Fischer
scenario.crm_lead_dummy_calls321,scenario.buildingproject_-2142341061,Dummy opportunity for Mitteilung Liefertermin Brück
scenario.crm_lead_dummy_calls322,scenario.buildingproject_-2142340685,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls323,scenario.buildingproject_-2142339195,Dummy opportunity for SLX eingesetzt ?
scenario.crm_lead_dummy_calls324,scenario.buildingproject_-2142337329,Dummy opportunity for Submission Bürgerspital Solothurn (ca. 1200 KNX Melder)
scenario.crm_lead_dummy_calls325,scenario.buildingproject_-2142336686,Dummy opportunity for Konditionen Offerte 2121964
scenario.crm_lead_dummy_calls326,scenario.buildingproject_-2142336573,"Dummy opportunity for 2 Lieferungen für die Offerte Offerte 2119304, Schulhaus Reigoldswil"
scenario.crm_lead_dummy_calls327,scenario.buildingproject_-2142336539,Dummy opportunity for Möchte Muster + Offerte für PD9 DALI
scenario.crm_lead_dummy_calls328,scenario.buildingproject_-2142336467,Dummy opportunity for Stand abfragen
scenario.crm_lead_dummy_calls329,scenario.buildingproject_-2142336033,Dummy opportunity for Termin für Objektberatungen vereinbaren (NFA Ineltec)
scenario.crm_lead_dummy_calls330,scenario.buildingproject_-2142334198,Dummy opportunity for Offerte nachfassen
scenario.crm_lead_dummy_calls331,scenario.buildingproject_-2142334116,Dummy opportunity for Verfügbarkeit PD2 MAX AP Trio DALI
scenario.crm_lead_dummy_calls332,scenario.buildingproject_-2142333484,Dummy opportunity for Leider erfolgloses Wiederaufgreifen
scenario.crm_lead_dummy_calls333,scenario.buildingproject_-2142330851,Dummy opportunity for korrigierte Offerte über W+F Horgen
scenario.crm_lead_dummy_calls334,scenario.buildingproject_-2142330841,Dummy opportunity for Preisangabe für Ausschreibung
scenario.crm_lead_dummy_calls335,scenario.buildingproject_-2142328184,Dummy opportunity for Objektaqkuise (209 ABB KNX-Melder in Ausschreibung)
scenario.crm_lead_dummy_calls336,scenario.buildingproject_-2142327857,Dummy opportunity for Nachfassen der beiden IL-Projekte
scenario.crm_lead_dummy_calls337,scenario.buildingproject_-2142323912,Dummy opportunity for Besprechung Einbau PD9 und Verdrahtung
scenario.crm_lead_dummy_calls338,scenario.buildingproject_-2142323065,Dummy opportunity for Melder bestellt
scenario.crm_lead_dummy_calls339,scenario.buildingproject_-2142321858,Dummy opportunity for Hat heute keine Zeit zum Telefonieren ;-)
scenario.crm_lead_dummy_calls340,scenario.buildingproject_-2142321388,Dummy opportunity for Kontaktaufnahme
scenario.crm_lead_dummy_calls341,scenario.buildingproject_-2142320452,Dummy opportunity for Nachfassen
scenario.crm_lead_dummy_calls342,scenario.buildingproject_-2142320450,Dummy opportunity for Projekt/Stand/Auszählung Leuchten hinterfragen
scenario.crm_lead_dummy_calls343,scenario.buildingproject_-2142318858,Dummy opportunity for Nachfassen in KW 34
scenario.crm_lead_dummy_calls344,scenario.buildingproject_-2142318836,Dummy opportunity for Objekt nachgefasst 
scenario.crm_lead_dummy_calls345,scenario.buildingproject_-2142317460,Dummy opportunity for Wo liegt das Projekt ?
scenario.crm_lead_dummy_calls346,scenario.buildingproject_-2142316044,Dummy opportunity for Auf Preisübergang am 01.07.15 aufmerksam machen
scenario.crm_lead_dummy_calls347,scenario.buildingproject_-2142314204,Dummy opportunity for Hat evtl. ein PD11 Projekt
scenario.crm_lead_dummy_calls348,scenario.buildingproject_-2142314102,Dummy opportunity for Möchte eine Objekteberatung in einem Schulhaus
scenario.crm_lead_dummy_calls349,scenario.buildingproject_-2142313158,Dummy opportunity for Interesse an PD9 in Stehleuchten
scenario.crm_lead_dummy_calls350,scenario.buildingproject_-2142312124,Dummy opportunity for Projekt ?
scenario.crm_lead_dummy_calls351,scenario.buildingproject_-2142312027,Dummy opportunity for wo sind wir ?
scenario.crm_lead_dummy_calls352,scenario.buildingproject_-2142310775,Dummy opportunity for Technische Auskunft BWM für Tiefgarage / Aquisition Kunde und Bauprojekt
scenario.crm_lead_dummy_calls353,scenario.buildingproject_-2142309580,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls354,scenario.buildingproject_-2142309515,Dummy opportunity for Objektnachbearbeitung
scenario.crm_lead_dummy_calls355,scenario.buildingproject_-2142308746,Dummy opportunity for Termin verschieben
scenario.crm_lead_dummy_calls356,scenario.buildingproject_-2142308721,Dummy opportunity for Terminanfrage 
scenario.crm_lead_dummy_calls357,scenario.buildingproject_-2142308694,Dummy opportunity for Offerte nachfassen
scenario.crm_lead_dummy_calls358,scenario.buildingproject_-2142308440,Dummy opportunity for Pläne wieder nicht erhalten
scenario.crm_lead_dummy_calls359,scenario.buildingproject_-2142307941,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls360,scenario.buildingproject_-2142307839,Dummy opportunity for Unklarheiten betreffend Offerte
scenario.crm_lead_dummy_calls361,scenario.buildingproject_-2142307037,Dummy opportunity for Offertnachbearbeitung 
scenario.crm_lead_dummy_calls362,scenario.buildingproject_-2142306142,Dummy opportunity for Akqisition Bauprojekt
scenario.crm_lead_dummy_calls363,scenario.buildingproject_-2142303884,Dummy opportunity for Nachfrage Projekt
scenario.crm_lead_dummy_calls364,scenario.buildingproject_-2142301796,Dummy opportunity for Frage zur Programmierung an DALI Schnittstelle
scenario.crm_lead_dummy_calls365,scenario.buildingproject_-2142301286,Dummy opportunity for Rückruf Planungsberatung
scenario.crm_lead_dummy_calls366,scenario.buildingproject_-2142300403,Dummy opportunity for Nachfrage alles Io?
scenario.crm_lead_dummy_calls367,scenario.buildingproject_-2142299101,"Dummy opportunity for Wollten bestellen, aber OF hatte keine Offerte"
scenario.crm_lead_dummy_calls368,scenario.buildingproject_-2142299057,Dummy opportunity for Offertnachbearbeitung (Offerte und Bestellung folgt)
scenario.crm_lead_dummy_calls369,scenario.buildingproject_-2142298509,Dummy opportunity for Objekte
scenario.crm_lead_dummy_calls370,scenario.buildingproject_-2142298462,Dummy opportunity for Wo liegt das Projekt
scenario.crm_lead_dummy_calls371,scenario.buildingproject_-2142298459,Dummy opportunity for Kontaktaufnahme
scenario.crm_lead_dummy_calls372,scenario.buildingproject_-2142297597,Dummy opportunity for Objekt MFH Posstrasse nachgefasst 
scenario.crm_lead_dummy_calls373,scenario.buildingproject_-2142295821,Dummy opportunity for Bauprojekte nachgefasst
scenario.crm_lead_dummy_calls374,scenario.buildingproject_-2142295403,Dummy opportunity for Zuschlag für PIR erhalten
scenario.crm_lead_dummy_calls375,scenario.buildingproject_-2142294872,Dummy opportunity for Offertnachbearbeitung (noch offen)
scenario.crm_lead_dummy_calls376,scenario.buildingproject_-2142293930,Dummy opportunity for Positionierung PD2 Max UP
scenario.crm_lead_dummy_calls377,scenario.buildingproject_-2142293515,Dummy opportunity for Offerte Züblin 
scenario.crm_lead_dummy_calls378,scenario.buildingproject_-2142290178,Dummy opportunity for Objekt nachgefasst 
scenario.crm_lead_dummy_calls379,scenario.buildingproject_-2142290075,Dummy opportunity for Allenfalls Pilotprojekt
scenario.crm_lead_dummy_calls380,scenario.buildingproject_-2142289069,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls381,scenario.buildingproject_-2142287097,Dummy opportunity for Nachbestellung Schulhaus Birsfelden 
scenario.crm_lead_dummy_calls382,scenario.buildingproject_-2142284937,Dummy opportunity for Pilotprojekt nachfassen: Ist am KNX Programmieren
scenario.crm_lead_dummy_calls383,scenario.buildingproject_-2142283951,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls384,scenario.buildingproject_-2142283106,Dummy opportunity for Bestellung gem. Offerte 2120814 (Nachlieferung)
scenario.crm_lead_dummy_calls385,scenario.buildingproject_-2142282484,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls386,scenario.buildingproject_-2142282418,Dummy opportunity for Offerttnachbearbeitung 
scenario.crm_lead_dummy_calls387,scenario.buildingproject_-2142282175,Dummy opportunity for Bestellung gem. Offerte 2120846
scenario.crm_lead_dummy_calls388,scenario.buildingproject_-2142278028,Dummy opportunity for Offernachbearbeitung (noch offen)
scenario.crm_lead_dummy_calls389,scenario.buildingproject_-2142272810,Dummy opportunity for Offertanfrage 
scenario.crm_lead_dummy_calls390,scenario.buildingproject_-2142270881,Dummy opportunity for Nachfrage Musterlieferung 
scenario.crm_lead_dummy_calls391,scenario.buildingproject_-2142270849,Dummy opportunity for Objekt nachgefasst 
scenario.crm_lead_dummy_calls392,scenario.buildingproject_-2142270771,Dummy opportunity for Objekte nachfassen
scenario.crm_lead_dummy_calls393,scenario.buildingproject_-2142270587,Dummy opportunity for Objekt nachgefasst --> Auftrag erhalten --> Offerte über W+F wenn Mengengerüst erhalten
scenario.crm_lead_dummy_calls394,scenario.buildingproject_-2142262245,Dummy opportunity for Mengengerüst für GH aufbereiten
scenario.crm_lead_dummy_calls395,scenario.buildingproject_-2142244797,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls396,scenario.buildingproject_-2142233729,Dummy opportunity for Frage zu Bestellung 3060543 Umbau Spitalgasse
scenario.crm_lead_dummy_calls397,scenario.buildingproject_-2142233619,Dummy opportunity for Objektakquise
scenario.crm_lead_dummy_calls398,scenario.buildingproject_-2142231788,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls399,scenario.buildingproject_-2142231612,Dummy opportunity for Möchte eine Offerte
scenario.crm_lead_dummy_calls400,scenario.buildingproject_-2142231530,Dummy opportunity for Weitere erklärung für das Objekt
scenario.crm_lead_dummy_calls401,scenario.buildingproject_-2142230582,"Dummy opportunity for Objekt Bildungszentrum Uster, Berufsschulsstr. 1, 8610 Uster nachgefasst "
scenario.crm_lead_dummy_calls402,scenario.buildingproject_-2142230528,Dummy opportunity for Objekt Oberzil
scenario.crm_lead_dummy_calls403,scenario.buildingproject_-2142230420,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls404,scenario.buildingproject_-2142227666,Dummy opportunity for Offerte nachfassen
scenario.crm_lead_dummy_calls405,scenario.buildingproject_-2142225549,Dummy opportunity for Abklärung Offertanfrage
scenario.crm_lead_dummy_calls406,scenario.buildingproject_-2142225310,Dummy opportunity for Planungsberatung
scenario.crm_lead_dummy_calls407,scenario.buildingproject_-2142224889,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls408,scenario.buildingproject_-2142224777,Dummy opportunity for Hat die Störung nicht beheben können
scenario.crm_lead_dummy_calls409,scenario.buildingproject_-2142224702,"Dummy opportunity for Hat die Offerte von OF, Beerli -> Preis ist zu hoch"
scenario.crm_lead_dummy_calls410,scenario.buildingproject_-2142224558,Dummy opportunity for Termin für Begehung Burriweg vereinbaren
scenario.crm_lead_dummy_calls411,scenario.buildingproject_-2142223656,Dummy opportunity for Stand abfragen
scenario.crm_lead_dummy_calls412,scenario.buildingproject_-2142221952,Dummy opportunity for Besprechung Offerte 
scenario.crm_lead_dummy_calls413,scenario.buildingproject_-2142220095,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls414,scenario.buildingproject_-2142219904,Dummy opportunity for Projektakquisition
scenario.crm_lead_dummy_calls415,scenario.buildingproject_-2142218429,Dummy opportunity for dringende Offertanfrage Objekt 2 MFH Berg
scenario.crm_lead_dummy_calls416,scenario.buildingproject_-2142218167,Dummy opportunity for Bei Sigi nachfragen
scenario.crm_lead_dummy_calls417,scenario.buildingproject_-2142218079,Dummy opportunity for Haben den Auftrag nicht erhalten
scenario.crm_lead_dummy_calls418,scenario.buildingproject_-2142217384,Dummy opportunity for Muster Retour / Bescheid über das Projekt
scenario.crm_lead_dummy_calls419,scenario.buildingproject_-2142215831,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls420,scenario.buildingproject_-2142215812,Dummy opportunity for Projekt nachgefasst 
scenario.crm_lead_dummy_calls421,scenario.buildingproject_-2142215370,Dummy opportunity for Nachfrage Planungsberatung
scenario.crm_lead_dummy_calls422,scenario.buildingproject_-2142213825,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls423,scenario.buildingproject_-2142213109,Dummy opportunity for Konditionen/Rabattierung (NFA Ineltec)
scenario.crm_lead_dummy_calls424,scenario.buildingproject_-2142212280,Dummy opportunity for Planungsberatung 
scenario.crm_lead_dummy_calls425,scenario.buildingproject_-2142211871,Dummy opportunity for Projekt nachgefasst
scenario.crm_lead_dummy_calls426,scenario.buildingproject_-2142210678,Dummy opportunity for Nachfrage betreffend Ausschreibung
scenario.crm_lead_dummy_calls427,scenario.buildingproject_-2142210439,Dummy opportunity for Beleuchtung Brüderhofweg
scenario.crm_lead_dummy_calls428,scenario.buildingproject_-2142210306,Dummy opportunity for IL Projekt nachfassen
scenario.crm_lead_dummy_calls429,scenario.buildingproject_-2142210111,"Dummy opportunity for DLA Idee: Wie ist es mit der EB-Lösung der IL? (RU35 oder RE35, bzw. LU120 oder LE120"
scenario.crm_lead_dummy_calls430,scenario.buildingproject_-2142204874,Dummy opportunity for Offertnachbearbeitung (noch keine Baubewilligung)
scenario.crm_lead_dummy_calls431,scenario.buildingproject_-2142204842,Dummy opportunity for Kontaktaufnahme Planungsberatung
scenario.crm_lead_dummy_calls432,scenario.buildingproject_-2142204059,Dummy opportunity for Termin nochmals abholen: ist i.O.
scenario.crm_lead_dummy_calls433,scenario.buildingproject_-2142203518,Dummy opportunity for Entscheider qualifizieren Neubau Inselspital
scenario.crm_lead_dummy_calls434,scenario.buildingproject_-2142203505,Dummy opportunity for Kontaktinfo Bauprojekt Kohlistieg Riehen
scenario.crm_lead_dummy_calls435,scenario.buildingproject_-2142193344,Dummy opportunity for Besprechung Planungsberatung
scenario.crm_lead_dummy_calls436,scenario.buildingproject_-2142188216,"Dummy opportunity for Leider nichts geworden, kein Budget für dieses Projekt + nicht verhältnismässig betr. Objekt"
scenario.crm_lead_dummy_calls437,scenario.buildingproject_-2142187820,Dummy opportunity for Situation ?
scenario.crm_lead_dummy_calls438,scenario.buildingproject_-2142182666,Dummy opportunity for Objektakquisition
scenario.crm_lead_dummy_calls439,scenario.buildingproject_-2142181603,Dummy opportunity for Möchte ein Projekt mit IL ausrüsten
scenario.crm_lead_dummy_calls440,scenario.buildingproject_-2142181520,Dummy opportunity for Bestellt ?
scenario.crm_lead_dummy_calls441,scenario.buildingproject_-2142181278,Dummy opportunity for Objektakquisition (NFA Ineltec)
scenario.crm_lead_dummy_calls442,scenario.buildingproject_-2142181097,Dummy opportunity for Bestellung telefonisch -> IL's + Besprechung Bedarf 2016
scenario.crm_lead_dummy_calls443,scenario.buildingproject_-2142181078,Dummy opportunity for Nicht erreicht - Combox mit Bitte zum Rückruf
scenario.crm_lead_dummy_calls444,scenario.buildingproject_-2142180405,Dummy opportunity for Stand Schweighof
scenario.crm_lead_dummy_calls445,scenario.buildingproject_-2142179213,Dummy opportunity for Installation DALI-Melder in Hohldecke
scenario.crm_lead_dummy_calls446,scenario.buildingproject_-2142177819,Dummy opportunity for Offertnachbearbeitung (Zuschlag erhalten)
scenario.crm_lead_dummy_calls447,scenario.buildingproject_-2142175498,Dummy opportunity for Objekt nachfassen (Ist im Urlaub bis Dienstag KW 45 )
scenario.crm_lead_dummy_calls448,scenario.buildingproject_-2142175339,"Dummy opportunity for Planungsberatung MFH Schutzmühle, 9330 St.Margrehten"
scenario.crm_lead_dummy_calls449,scenario.buildingproject_-2142174684,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls450,scenario.buildingproject_-2142174621,Dummy opportunity for Termin mit Architekt 
scenario.crm_lead_dummy_calls451,scenario.buildingproject_-2142174582,Dummy opportunity for Info an Projekt
scenario.crm_lead_dummy_calls452,scenario.buildingproject_-2142174258,Dummy opportunity for Stand nachfragen: Wieder nicht erreicht
scenario.crm_lead_dummy_calls453,scenario.buildingproject_-2142174075,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls454,scenario.buildingproject_-2142174010,Dummy opportunity for Objekte nachgefasst
scenario.crm_lead_dummy_calls455,scenario.buildingproject_-2142174007,Dummy opportunity for Stand Werkof Scuol / Hobosensor auswerten
scenario.crm_lead_dummy_calls456,scenario.buildingproject_-2142173748,Dummy opportunity for Offerte Kommission Marra
scenario.crm_lead_dummy_calls457,scenario.buildingproject_-2142173617,Dummy opportunity for Abklärung zu Schaltung Treppenhaus
scenario.crm_lead_dummy_calls458,scenario.buildingproject_-2142173332,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls459,scenario.buildingproject_-2142171764,Dummy opportunity for Objektakquise MFH Felben
scenario.crm_lead_dummy_calls460,scenario.buildingproject_-2142171599,Dummy opportunity for Info an Objekt
scenario.crm_lead_dummy_calls461,scenario.buildingproject_-2142171274,Dummy opportunity for Offertnachbearbeitung (nicht erreicht)
scenario.crm_lead_dummy_calls462,scenario.buildingproject_-2142171159,"Dummy opportunity for Offerte Objekt MFH Maturtweg, Grabs"
scenario.crm_lead_dummy_calls463,scenario.buildingproject_-2142170438,Dummy opportunity for Nacgfrage Objekt 
scenario.crm_lead_dummy_calls464,scenario.buildingproject_-2142170237,Dummy opportunity for Offertnachbearbeitung (noch nicht aktuell)
scenario.crm_lead_dummy_calls465,scenario.buildingproject_-2142168453,Dummy opportunity for 3. Bestellung Lichthof 
