id,sale_warn,sale_warn_msg,use_parent_address,street,supplier,city,user_id,zip,title,function,country_id/id,company_id,parent_id/id,type,email,is_company,website,lang,fax,street2,phone,ref,active,tz,customer,credit_limit,mobile,opt_out,notify_email,property_payment_term_id/id,property_supplier_payment_term_id/id,property_product_pricelist/id,property_account_receivable_id,property_account_payable_id,property_account_position_id,property_delivery_carrier_id,property_stock_supplier/id,category_id/id,name2,eev_member,eev_number,eev_alarm,region_id/id,pobox_nr,pobox_zip,pobox_city,companytype,headquarter_id/id,mailing_email,mailing,department,lastname,firstname,partner_invoicing_id/id,influence,partner_state,property_purchase_currency_id
partner_11369,no-message,,FALSE,Av. Rosemont 12Bis,false,Genève,mse,1208,,,base.ch,Swisslux AG,,contact,,TRUE,,fr_FR,+41 22 7872233,,+41 22 7872222,11369,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1149,FALSE,,,,,,,,0,,Rhône-Electra SA Genève,,,,,
partner_11371,no-message,,FALSE,chemin de la Marbrerie 5 ,false,Carouge,mse,1227,,,base.ch,Swisslux AG,,contact,r.savoy@savoy-sa.ch,TRUE,www.savoy-sa.ch,fr_FR,+41 22 3002020,,+41 22 3001111,11371,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1053,FALSE,,,,,,,1,0,,R. Savoy SA,,,,,
partner_11372,no-message,,FALSE,Av. de Gallatin 11,false,Genève,mse,1203,,,base.ch,Swisslux AG,,contact,info@simon-electricite.ch,TRUE,,fr_FR,+41 22 3441519,,+41 22 3444244,11372,false,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,FALSE,,FALSE,,,,,,,1,0,,***Pierre Simon Electricité SA,,,,,
partner_11376,warning,"nur mit Vorauszahlungen liefern, da sie sehr schlecht zahlen! 22.12.0",FALSE,Rue de Veyrier 19,false,Carouge,mse,1227,,,base.ch,Swisslux AG,,contact,,TRUE,,fr_FR,+41 22 827 64 66,,+41 22 827 64 64,11376,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1246,TRUE,,1332,1227,Carouge GE,,,,0,,ETAVIS TSA SA,,,,,
partner_11383,no-message,,FALSE,Route du Signal 31,false,Grandvaux,mse,1091,,,base.ch,Swisslux AG,,contact,info@berdoz.com,TRUE,www.berdoz.com,fr_FR,+41 21 7999192,,+41 21 7999191,11383,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,FALSE,,FALSE,,,,,,,1,1,,Berdoz SA,,,,,
partner_11387,no-message,,FALSE,Ing. Büro für Elektrotechnik,false,Heerbrugg,mka,9435,,,base.ch,Swisslux AG,,contact,info@projektag.ch,TRUE,http://www.projektag.ch/,de_DE,+41 71 7270667,Auerstrasse 31,+41 71 7270666,11387,true,Europe/Zurich,true,0,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_10,,FALSE,,FALSE,,,9435,,,,1,1,,Projekt AG,,,,,
partner_11407,no-message,,FALSE,Rue du Chàteau 4,false,La Tour-de-Peilz,mse,1814,,,base.ch,Swisslux AG,,contact,info@force-e.ch,TRUE,,fr_FR,+41 21 944 27 57,,+41 21 944 19 97,11407,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1814,FALSE,,,,,,,1,0,,Force E,,,,,
partner_11410,no-message,,FALSE,Av. Eglise-Anglaise 6,false,Lausanne,mse,1006,,,base.ch,Swisslux AG,,contact,amsa@amaudruz.ch,TRUE,www.amaudruz.ch,fr_FR,+41 21 613 13 00,,+41 21 613 13 13,11410,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1055,FALSE,,,,,,,0,0,,Amaudruz SA,,,,qualified,
partner_11416,no-message,,FALSE,d'installation électriques,false,Lausanne,mse,1004,,,base.ch,Swisslux AG,,contact,info@cauderay.com,TRUE,,fr_FR,+41 21 6200901,rue de Genève 64,+41 21 6200900,11416,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1132,FALSE,,,,,,,,0,,Cauderay SA Entrepr. Générale,,,,,
partner_11417,no-message,,FALSE,Ch. du Couchant 24,false,Lausanne,mse,1007,,,base.ch,Swisslux AG,,contact,,TRUE,,fr_FR,+41 21 6207535,,+41 21 6207520,11417,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_30,scenario.partner_category_6",,TRUE,1164,FALSE,,,,,,,,1,,Chaillet SA électricité,,,,qualified,
partner_11422,no-message,,FALSE,Ch. de la Fauvette 76,false,Lausanne,mse,1012,,,base.ch,Swisslux AG,,contact,fabrice.cellier@cupelin.ch,TRUE,,fr_FR,+41 21 6512031,,+41 21 6512030,11422,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1088,FALSE,,58,1010,,,,1,0,,P. Cupelin SA,,,,,
partner_11425,no-message,,FALSE,Rue de la Borde 41,false,Lausanne,mse,1018,,,base.ch,Swisslux AG,,contact,,TRUE,www.durussel-electricite.ch,fr_FR,,,+41 21 6437323,11425,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1030,FALSE,,103,1018,,,,,1,,Durussel SA,,,,,
partner_11429,no-message,,FALSE,Electricité + Télécom,false,Le Mont-sur-Lausanne,mse,1052,,,base.ch,Swisslux AG,,contact,info@jeanfavre.ch,TRUE,,fr_FR,+41 21 6524604,Rue du Petit-Mont 1,+41 21 6524343,11429,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1133,FALSE,,,,,,,1,1,,Jeanfavre & Fils SA,,,,,
partner_11431,no-message,,FALSE,Ch. de la Gottrause 10,false,Crissier,mse,1023,,,base.ch,Swisslux AG,,contact,marechaux@marechaux-lausanne.com,TRUE,,fr_FR,+41 21 6534444,,+41 21 6542626,11431,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1322,FALSE,,,,,,,1,0,,Maréchaux électricité SA,,,,,
partner_11432,no-message,,FALSE,Rue Chaucrau 10,false,Lausanne,mse,1003,,,base.ch,Swisslux AG,,contact,electricite@rmonnet.ch,TRUE,,fr_FR,+41 21 3214450,,+41 21 3214455,11432,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1314,FALSE,,,,,,,,1,,R. Monnet & Cie SA,,,,qualified,
partner_11446,no-message,,FALSE,Zürichstrasse 103F,false,Ebmatingen,rgl,8123,,,base.ch,Swisslux AG,,contact,info@froehli-elektro.ch,TRUE,www.froehli-elektro.ch,de_DE,+41 44 391 81 61,,+41 44 391 31 71,11446,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,8200,FALSE,,,,,,,1,5,,FROEHLI-ELEKTRO.CH GMBH,,,,,
partner_11461,warning,"Achtung wenn auf Bestellungen Objekt steht immer R\'fccksprache mit PGL oder MSE!!!

Bestellung unter CHF 200.-- Netto: Porto verrechnen





Alle Rechnungen an Kdnr. 11461 (Electroplast Meryrin)

Achtung Lieferadresse Horgen 10921 immer Abhol-Rabatt 1% ber\'fccksichtigen!!!!\fs18


\fs17
Achtung:
 KEIN Skonto-Abzug auf Gutschriften machen (Gruppe Sonepar) !!!\fs17



",FALSE,Chemin des Léchères 4 ,false,Meyrin,mse,1217,,,base.ch,Swisslux AG,,contact,meyrin@epgsa.ch,TRUE,www.electroplast.ch,fr_FR,+41 22 7820720,,+41 22 7190850,11461,true,Europe/Zurich,true,0,,false,always,scenario.account_payment_term_60dn40d3s,,scenario.productpricelist_all_gh_eldas,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_27,scenario.partner_category_5",,FALSE,,FALSE,,64,1217,Meyrin 1,,,,0,,Electroplast SA,,,,,
partner_11482,no-message,,FALSE,Av. de l'Industrie 8,false,Monthey,mse,1870,,,base.ch,Swisslux AG,,contact,eemsa@bluewin.ch,TRUE,,fr_FR,+41 24 4721900,,+41 24 4721919,11482,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_10,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,1,0,,EEM Monthey SA,,,,qualified,
partner_11495,no-message,,FALSE,Place de la Gare 15,false,Moudon,mse,1510,,,base.ch,Swisslux AG,,contact,,TRUE,,fr_FR,+41 21 9058081,,+41 21 9058080,11495,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1510,FALSE,,85,1510,,,,,1,,DUBRIT SA,,,,,
partner_11513,no-message,,FALSE,ch. de Chantemerle 26,false,Nyon,mse,1260,,,base.ch,Swisslux AG,,contact,,TRUE,,fr_FR,+41 22 9944959,,+41 22 9944949,11513,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1163,FALSE,,,,,,,,0,,Hanhart Electricité SA,,,,,
partner_11525,no-message,,FALSE,Rte de l' Ecole 95,false,Posieux,mse,1725,,,base.ch,Swisslux AG,,contact,,TRUE,,fr_FR,+41 26 411 27 17,,+41 26 411 16 23,11525,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,1238,FALSE,,,,,,,,1,,Electricité Galley SA,,,,,
partner_11559,no-message,,FALSE,Brünigstrasse 18,false,Alpnach Dorf,dla,6055,,,base.ch,Swisslux AG,,contact,info@elektro-ettlin.ch,TRUE,www.elektro-ettlin.ch,de_DE,+41 41 6727279,,+41 41 6727272,11559,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,6415,FALSE,,,,,,,,0,,Ettlin AG,,,,,
partner_11561,no-message,,FALSE,Industriestrasse 6,false,Alpnach Dorf,dla,6055,,,base.ch,Swisslux AG,,contact,info@gasserag-elektro.ch,TRUE,www.gasserag-elektro.ch,de_DE,+41 41 670 29 78,,+41 41 670 19 52,11561,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,6172,FALSE,,,,,,,1,0,,Gasser Elektro AG,,,,,
partner_11574,no-message,,FALSE,Mettlenstrasse 5,false,Appenzell,mka,9050,,,base.ch,Swisslux AG,,contact,info@elektro-schwizer.ch,TRUE,www.elektro-schwizer.ch,de_DE,+41 71 7874886,,+41 71 7874828,11574,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,1,1,,Elektro Schwizer AG,,,,,
partner_11577,no-message,,FALSE,Degersheimerstrasse 14,false,Herisau,mka,9100,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 71 3534111,11577,true,Europe/Zurich,true,0,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,FALSE,,FALSE,,,,,,,,0,,Huber+Suhner AG,,,,,
partner_11591,no-message,,FALSE,Ländliweg 10,false,Baden,rgl,5400,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 56 221 54 55,,+41 56 222 44 84,11591,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,6183,FALSE,,,5402,Baden,,,,0,,Eglin Elektro AG Baden,,,,,
partner_11603,warning,"Alle Direktbestellungen durch Atel-Filialen m\'fcssen nach R\'fccksprache mit einem Grossisten derer Wahl abgewickelt werden. Gem. Vereinbarung zwischen PGL und Hrn. Baumann, Atel St. Gallen vom 06.05.04




",FALSE,St. Jakobs-Strasse 200,false,Basel,rgl,4002,,,base.ch,Swisslux AG,,contact,info.ait.basel@alpiq.com,TRUE,www.alpiq-intec.ch,de_DE,+41 61 260 66 99,,+41 61 260 66 66,11603,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_16,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,4002,,,,1,1,,Alpiq InTec West AG,,,,,
partner_11605,warning,"
Zahlungen kontrollieren!\fs17




",FALSE,Alte Bahnhofstrasse 9,false,Spreitenbach,rgl,8957,,,base.ch,Swisslux AG,,contact,info@dte.ch,TRUE,,de_DE,+41 56 4015162,,+41 56 4015000,11605,false,Europe/Zurich,true,0,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,1,0,,DTE DesignTech Engineering,,,,,
partner_11608,warning,"
Achtung will Rechnungen  im Doppel!
 Gem\'e4ss Schreiben vom 22.11.00, E. Benne




",FALSE,Güterstrasse 86,false,Basel,rgl,4053,,,base.ch,Swisslux AG,,contact,info@eagb.ch,TRUE,,de_DE,+41 61 279 13 88,,+41 61 279 12 12,11608,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_10,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,1,1,,Elektrizitäts AG EAGB,,,,,
partner_11615,no-message,,FALSE,Kleinhüningerstr. 183,false,Basel,rgl,4057,,,base.ch,Swisslux AG,,contact,info@elektro-hunziker.ch,TRUE,,de_DE,+41 61 6313666,,+41 61 6313535,11615,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,4036,FALSE,,,4019,,,,1,0,,Moritz Hunziker AG,,,,,
partner_11622,no-message,,FALSE,Elektrotechnische Anlagen,false,Chur,mka,7000,,,base.ch,Swisslux AG,,contact,info@schoenholzer-elektro.ch,TRUE,www.schoenholzer-elektro.ch,de_DE,+41 81 2571213,Kalchbühlstrasse 18,+41 81 2571212,11622,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn30d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_19,scenario.partner_category_6",,FALSE,,FALSE,,,,,headquarter,,1,0,,Schönholzer AG,,,,,
partner_11632,no-message,,FALSE,Landoltstrasse 7 ,false,Bern,mle,3007,,,base.ch,Swisslux AG,,contact,info@friedli-elektro.ch,TRUE,,de_DE,+41 31 3700001,,+41 31 3700000,11632,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,3025,FALSE,,,,,,,1,1,,Friedli Elektro Bern AG,,,,,
partner_11639,no-message,,FALSE,Industriestrasse 13,false,Sulgen,mka,8583,,,base.ch,Swisslux AG,,contact,info@etterlivet.ch,TRUE,www.etterlivet.ch,de_DE,+41 71 6492021,,+41 71 6492020,11639,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,8588,FALSE,,,,,,,1,0,,Elektro Etter + Livet AG,,,,,
partner_11642,warning,"Direktbestellungen durch Atel-Filialen müssen nach Rücksprache mit einem Grossisten derer Wahl abgewickelt werden. Gem. Vereinbarung zwischen PGL und Hrn. Baumann, Atel St. Gallen vom 06.05.0",FALSE,Weltpoststrasse 5,false,Bern,mle,3015,,,base.ch,Swisslux AG,,contact,info.ait.bern@alpiq.com,TRUE,www.alpiq-intec.ch,de_DE,+41 31 378 31 99,,+41 31 378 31 11,11642,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_16,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,1,0,,Alpiq InTec West AG,,,,,
partner_11651,no-message,,FALSE,Morgenstrasse 128,false,Bern,mle,3018,,,base.ch,Swisslux AG,,contact,info@gb-ag.ch,TRUE,www.gb-ag.ch,de_DE,+41 31 350 11 66,,+41 31 350 11 77,11651,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,FALSE,,FALSE,,,,,,,1,0,,Gasser + Bertschy Elektro AG,,,,,
partner_11653,warning,"Achtung: Lieferungen grunds\'e4tzlich OHNE OBJEKTRABATT da halbj\'e4hrliche/j\'e4hrliche Abrechnung (siehe auch Kontrolliste R\'fcckverg\'fctungen unter S:\\Innendienst\\_Transfer Aussendienst\\Verkauf)


Lieferschein von Reparaturen faxen 044 276 76 39
Bei \f1 allf\'e4lligen\f0  Offert-Anfragen von OF handelt es sich \f1 in jedem Falle \f0 um Anfragen f\f1\'fcr einen Spezial-Objekt-Rabatt, wof\'fcr eine Offerte immer zwingend ist. Vor Versenden der Offerte an OF, ist deshalb der Offerten-Entwurf mit normalen Objekt-Konditionen dem zust\'e4ndigen AD oder SKU zur Entscheidung betreffend Sonderkonditionen vorzulegen. Erst nach entsprechendem Entscheid des AD darf die angepasste Offerte an OF zugestellt werden.\cf0\f2\fs18
\f3\fs17
Achtung: bei Gutschriften jeweils Skonto-Abzug manuell vornehmen !!!



",FALSE,Aargauerstrasse 2,true,Zürich-Mülligen,dla,8048,,,base.ch,Swisslux AG,,contact,info@ottofischer.ch,TRUE,www.ottofischer.ch,de_DE,+41 44 276 76 39,,+41 44 276 76 76,11653,true,Europe/Zurich,true,300000,,false,always,scenario.account_payment_term_60dn30d3s,scenario.account_payment_term_60dn30d2s,scenario.productpricelist_all_gh_eldas,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_24,scenario.partner_category_5",,FALSE,,FALSE,,,8010,,headquarter,,,0,,Otto Fischer AG,,,,,CHF
partner_11655,no-message,,FALSE,Berchtoldstrasse 37,false,Bern,mle,3012,,,base.ch,Swisslux AG,,contact,info@rolfgerber.ch,TRUE,,de_DE,+41 31 302 74 62,,+41 31 307 76 76,11655,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,3027,FALSE,,,,,,,1,0,,Rolf Gerber AG,,,,,
partner_11679,no-message,,FALSE,Seestrasse 15,false,Pfäffikon ZH,rgl,8330,,,base.ch,Swisslux AG,,contact,info@krebsag.ch,TRUE,www.krebsag.ch,de_DE,+41 44 952 13 10,,+41 44 952 13 13,11679,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,8095,FALSE,,,,,,,1,0,,Krebs AG,,,,,
partner_11685,no-message,,FALSE,Grabenstrasse 12,false,Bischofszell,mka,9220,,,base.ch,Swisslux AG,,contact,info@enb.ch,TRUE,,de_DE,+41 71 422 38 38,,+41 71 422 37 37,11685,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,9042,FALSE,,,,,,,,0,,Elektro Niklaus AG,,,,,
partner_11686,no-message,,FALSE,Elektrotechnik,false,Bischofszell,mka,9220,,,base.ch,Swisslux AG,,contact,info@pezag.ch,TRUE,,de_DE,+41 71 4242491,Eichenstrasse 3,+41 71 4242490,11686,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,FALSE,,FALSE,,,,,,,1,0,,Pezag Elektro AG,,,,,
partner_11695,warning,"
Geh\'f6rt der Etavis-Gruppe

Auftragsrabatte: 20 % +
ab Fr. \tab 2'000\tab 1 %
ab Fr. \tab 5'000 \tab 2 %
ab Fr. \tab 10'000 \tab 3 %
ab Fr. \tab 20'000 \tab 4 %
ab Fr. \tab 30'000\tab 5 %
ab Fr. \tab 40'000\tab 6 %
ab Fr. \tab 50'000\tab 7 %\lang1031\fs16




",FALSE,Berglistrasse 2,false,Arbon,mka,9320,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 71 446 40 66,,+41 71 446 17 10,11695,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn45d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_15,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,,1,,ETAVIS Grossenbacher AG,,,,,
partner_11698,no-message,,FALSE,via San Bernardino 5 ,false,Castione,sgi,6532,,,base.ch,Swisslux AG,,contact,info@molteni-sa.ch,TRUE,,it_IT,+41 91 829 22 49,,+41 91 829 22 48,11698,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,6112,FALSE,,167,6532,,,,1,0,,Molteni & Co SA,,,,,
partner_11699,no-message,,FALSE,Murgass 1,false,Ruswil,mle,6017,,,base.ch,Swisslux AG,,contact,info@elektro-stirnimann.ch,TRUE,www.elektro-stirnimann.ch,de_DE,+41 41 495 17 52,,+41 41 495 13 50,11699,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,6075,FALSE,,,,,headquarter,,1,1,,Elektro Stirnimann AG,,,,,
partner_11700,no-message,,FALSE,Hauptstrasse 3,false,Sennwald,mka,9466,,,base.ch,Swisslux AG,,contact,info@ewsennwald.ch,TRUE,www.ewsennwald.ch,de_DE,+41 81 7504444,,+41 81 7504440,11700,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,9467,FALSE,,,,,,,1,1,,Elektrizitätswerk Sennwald,,,,,
partner_11705,no-message,,FALSE,Industriering 11,false,Ruggell,mka,9491,,,base.ch,Swisslux AG,,contact,info@enderelektrik.li,TRUE,www.enderelektrik.li,de_DE,+423 373 69 71,,+423 373 69 70,11705,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,9490,FALSE,,,,,,,1,0,,Ender Elektrik AG,,,,,
partner_11709,warning,"
Verrechnung \'fcber Otto Fischer




",FALSE,Freihofstrasse 20,false,Küsnacht ZH,dla,8700,,,base.ch,Swisslux AG,,contact,elektrobaer-ag@elektrobaer-group.ch,TRUE,,de_DE,+41 44 9141319,,+41 44 9141313,11709,true,Europe/Zurich,true,3000,+41 44 9141319,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_20,scenario.partner_category_6",,TRUE,8225,FALSE,,,,,,,1,1,,ELEKTROBAER AG,,,,,
partner_11712,warning,"
Zahlungen pr\'fcfen!!!\b0\f1\fs16 




",FALSE,Bahnhofstrasse 15,false,Boswil,dla,5623,,,base.ch,Swisslux AG,,contact,info@elektrokoch.ch,TRUE,,de_DE,+41 56 6662555,,+41 56 6661155,11712,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,5069,FALSE,,,,,,,1,0,,Elektro Koch AG,,,,,
partner_11726,no-message,,FALSE,Wildischachenstrasse 36 ,false,Brugg AG,rgl,5200,,,base.ch,Swisslux AG,,contact,brugg@jostelektro.ch,TRUE,www.jostelektro.ch,de_DE,+41 58 123 8990,,+41 58 123 8989,11726,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,5025,FALSE,,,,,headquarter,,1,0,,Jost Elektro AG Brugg,,,,qualified,
partner_11727,no-message,,FALSE,Vorstadt 8,false,Brugg AG,rgl,5200,,,base.ch,Swisslux AG,,contact,info@kern-ag.ch,TRUE,,de_DE,,,+41 56 4608080,11727,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,5218,FALSE,,,,,,,,0,,Kern Elektro AG,,,,,
partner_11733,no-message,,FALSE,Oberdorfstrasse 6,false,Buch b. Märwil,mka,9562,,,base.ch,Swisslux AG,,contact,gebrwilliag@bluewin.ch,TRUE,,de_DE,,,+41 71 655 15 15,11733,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,FALSE,,FALSE,,,,,,,1,1,,Willi Gebr. Elektro AG,,,,,
partner_11735,no-message,,FALSE,der Stadt Buchs,false,Buchs SG 1,mka,9470,,,base.ch,Swisslux AG,,contact,admin@ewbuchs.ch,TRUE,www.ewbuchs.ch,de_DE,+41 81 755 44 66,Grünaustrasse 31,+41 81 755 44 33,11735,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,9705,FALSE,,,9471,Buchs SG 1,,,,1,,Elektrizitäts- und Wasserwerk,,,,,
partner_11737,no-message,,FALSE,Engelbergstrasse 46 ,false,Stans,dla,6370,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 41 6110788,,+41 41 6101877,11737,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,6135,FALSE,,,,,,,,1,,Elektro Knüsel AG,,,,,
partner_11751,no-message,,FALSE,Bütschwilerstrasse 30,false,Mosnang,mka,9607,,,base.ch,Swisslux AG,,contact,mosnang@ew-ag.ch,TRUE,,de_DE,+41 71 9828055,,+41 71 9828050,11751,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,9067,FALSE,,,,,,,,0,,ew elektro widmer ag,,,,,
partner_11755,no-message,,FALSE,Gheidstrasse 7,false,Mellingen,rgl,5507,,,base.ch,Swisslux AG,,contact,info@elektro-imboden.ch,TRUE,http://www.elektro-imboden.ch,de_DE,+41 56 4818185,,+41 56 4818181,11755,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,5104,FALSE,,,,,,,,1,,Elektro Imboden AG,,,,,
